arch,name,features,unsafe,stability,file,doc,signature,instruction
aarch64,vmlal_high_lane_s32,neon,False,stable,neon/generated.rs,Multiply-add long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmlal_high_lane_s32),"fn vmlal_high_lane_s32<LANE: i32>(a: int64x2_t, b: int32x4_t, c: int32x2_t) -> int64x2_t",smlal2
aarch64,vmlal_high_laneq_s32,neon,False,stable,neon/generated.rs,Multiply-add long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmlal_high_laneq_s32),"fn vmlal_high_laneq_s32<LANE: i32>( a: int64x2_t, b: int32x4_t, c: int32x4_t, ) -> int64x2_t",smlal2
aarch64,vmlal_high_lane_u16,neon,False,stable,neon/generated.rs,Multiply-add long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmlal_high_lane_u16),"fn vmlal_high_lane_u16<LANE: i32>( a: uint32x4_t, b: uint16x8_t, c: uint16x4_t, ) -> uint32x4_t",umlal2
aarch64,vmlal_high_laneq_u16,neon,False,stable,neon/generated.rs,Multiply-add long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmlal_high_laneq_u16),"fn vmlal_high_laneq_u16<LANE: i32>( a: uint32x4_t, b: uint16x8_t, c: uint16x8_t, ) -> uint32x4_t",umlal2
aarch64,vmlal_high_lane_u32,neon,False,stable,neon/generated.rs,Multiply-add long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmlal_high_lane_u32),"fn vmlal_high_lane_u32<LANE: i32>( a: uint64x2_t, b: uint32x4_t, c: uint32x2_t, ) -> uint64x2_t",umlal2
aarch64,vmlal_high_laneq_u32,neon,False,stable,neon/generated.rs,Multiply-add long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmlal_high_laneq_u32),"fn vmlal_high_laneq_u32<LANE: i32>( a: uint64x2_t, b: uint32x4_t, c: uint32x4_t, ) -> uint64x2_t",umlal2
aarch64,vmlal_high_n_s16,neon,False,stable,neon/generated.rs,Multiply-add long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmlal_high_n_s16),"fn vmlal_high_n_s16(a: int32x4_t, b: int16x8_t, c: i16) -> int32x4_t",smlal2
aarch64,vmlal_high_n_s32,neon,False,stable,neon/generated.rs,Multiply-add long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmlal_high_n_s32),"fn vmlal_high_n_s32(a: int64x2_t, b: int32x4_t, c: i32) -> int64x2_t",smlal2
aarch64,vmlal_high_n_u16,neon,False,stable,neon/generated.rs,Multiply-add long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmlal_high_n_u16),"fn vmlal_high_n_u16(a: uint32x4_t, b: uint16x8_t, c: u16) -> uint32x4_t",umlal2
aarch64,vmlal_high_n_u32,neon,False,stable,neon/generated.rs,Multiply-add long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmlal_high_n_u32),"fn vmlal_high_n_u32(a: uint64x2_t, b: uint32x4_t, c: u32) -> uint64x2_t",umlal2
aarch64,vmlal_high_s8,neon,False,stable,neon/generated.rs,Signed multiply-add long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmlal_high_s8),"fn vmlal_high_s8(a: int16x8_t, b: int8x16_t, c: int8x16_t) -> int16x8_t",smlal2
aarch64,vmlal_high_s16,neon,False,stable,neon/generated.rs,Signed multiply-add long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmlal_high_s16),"fn vmlal_high_s16(a: int32x4_t, b: int16x8_t, c: int16x8_t) -> int32x4_t",smlal2
aarch64,vmlal_high_s32,neon,False,stable,neon/generated.rs,Signed multiply-add long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmlal_high_s32),"fn vmlal_high_s32(a: int64x2_t, b: int32x4_t, c: int32x4_t) -> int64x2_t",smlal2
aarch64,vmlal_high_u8,neon,False,stable,neon/generated.rs,Unsigned multiply-add long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmlal_high_u8),"fn vmlal_high_u8(a: uint16x8_t, b: uint8x16_t, c: uint8x16_t) -> uint16x8_t",umlal2
aarch64,vmlal_high_u16,neon,False,stable,neon/generated.rs,Unsigned multiply-add long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmlal_high_u16),"fn vmlal_high_u16(a: uint32x4_t, b: uint16x8_t, c: uint16x8_t) -> uint32x4_t",umlal2
aarch64,vmlal_high_u32,neon,False,stable,neon/generated.rs,Unsigned multiply-add long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmlal_high_u32),"fn vmlal_high_u32(a: uint64x2_t, b: uint32x4_t, c: uint32x4_t) -> uint64x2_t",umlal2
aarch64,vmls_f64,neon,False,stable,neon/generated.rs,Floating-point multiply-subtract from accumulator [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmls_f64),"fn vmls_f64(a: float64x1_t, b: float64x1_t, c: float64x1_t) -> float64x1_t",fmul
aarch64,vmlsq_f64,neon,False,stable,neon/generated.rs,Floating-point multiply-subtract from accumulator [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmlsq_f64),"fn vmlsq_f64(a: float64x2_t, b: float64x2_t, c: float64x2_t) -> float64x2_t",fmul
aarch64,vmlsl_high_lane_s16,neon,False,stable,neon/generated.rs,Multiply-subtract long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmlsl_high_lane_s16),"fn vmlsl_high_lane_s16<LANE: i32>(a: int32x4_t, b: int16x8_t, c: int16x4_t) -> int32x4_t",smlsl2
aarch64,vmlsl_high_laneq_s16,neon,False,stable,neon/generated.rs,Multiply-subtract long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmlsl_high_laneq_s16),"fn vmlsl_high_laneq_s16<LANE: i32>( a: int32x4_t, b: int16x8_t, c: int16x8_t, ) -> int32x4_t",smlsl2
aarch64,vmlsl_high_lane_s32,neon,False,stable,neon/generated.rs,Multiply-subtract long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmlsl_high_lane_s32),"fn vmlsl_high_lane_s32<LANE: i32>(a: int64x2_t, b: int32x4_t, c: int32x2_t) -> int64x2_t",smlsl2
aarch64,vmlsl_high_laneq_s32,neon,False,stable,neon/generated.rs,Multiply-subtract long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmlsl_high_laneq_s32),"fn vmlsl_high_laneq_s32<LANE: i32>( a: int64x2_t, b: int32x4_t, c: int32x4_t, ) -> int64x2_t",smlsl2
aarch64,vmlsl_high_lane_u16,neon,False,stable,neon/generated.rs,Multiply-subtract long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmlsl_high_lane_u16),"fn vmlsl_high_lane_u16<LANE: i32>( a: uint32x4_t, b: uint16x8_t, c: uint16x4_t, ) -> uint32x4_t",umlsl2
aarch64,vmlsl_high_laneq_u16,neon,False,stable,neon/generated.rs,Multiply-subtract long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmlsl_high_laneq_u16),"fn vmlsl_high_laneq_u16<LANE: i32>( a: uint32x4_t, b: uint16x8_t, c: uint16x8_t, ) -> uint32x4_t",umlsl2
aarch64,vmlsl_high_lane_u32,neon,False,stable,neon/generated.rs,Multiply-subtract long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmlsl_high_lane_u32),"fn vmlsl_high_lane_u32<LANE: i32>( a: uint64x2_t, b: uint32x4_t, c: uint32x2_t, ) -> uint64x2_t",umlsl2
aarch64,vmlsl_high_laneq_u32,neon,False,stable,neon/generated.rs,Multiply-subtract long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmlsl_high_laneq_u32),"fn vmlsl_high_laneq_u32<LANE: i32>( a: uint64x2_t, b: uint32x4_t, c: uint32x4_t, ) -> uint64x2_t",umlsl2
aarch64,vmlsl_high_n_s16,neon,False,stable,neon/generated.rs,Multiply-subtract long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmlsl_high_n_s16),"fn vmlsl_high_n_s16(a: int32x4_t, b: int16x8_t, c: i16) -> int32x4_t",smlsl2
aarch64,vmlsl_high_n_s32,neon,False,stable,neon/generated.rs,Multiply-subtract long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmlsl_high_n_s32),"fn vmlsl_high_n_s32(a: int64x2_t, b: int32x4_t, c: i32) -> int64x2_t",smlsl2
aarch64,vmlsl_high_n_u16,neon,False,stable,neon/generated.rs,Multiply-subtract long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmlsl_high_n_u16),"fn vmlsl_high_n_u16(a: uint32x4_t, b: uint16x8_t, c: u16) -> uint32x4_t",umlsl2
aarch64,vmlsl_high_n_u32,neon,False,stable,neon/generated.rs,Multiply-subtract long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmlsl_high_n_u32),"fn vmlsl_high_n_u32(a: uint64x2_t, b: uint32x4_t, c: u32) -> uint64x2_t",umlsl2
aarch64,vmlsl_high_s8,neon,False,stable,neon/generated.rs,Signed multiply-subtract long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmlsl_high_s8),"fn vmlsl_high_s8(a: int16x8_t, b: int8x16_t, c: int8x16_t) -> int16x8_t",smlsl2
aarch64,vmlsl_high_s16,neon,False,stable,neon/generated.rs,Signed multiply-subtract long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmlsl_high_s16),"fn vmlsl_high_s16(a: int32x4_t, b: int16x8_t, c: int16x8_t) -> int32x4_t",smlsl2
aarch64,vmlsl_high_s32,neon,False,stable,neon/generated.rs,Signed multiply-subtract long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmlsl_high_s32),"fn vmlsl_high_s32(a: int64x2_t, b: int32x4_t, c: int32x4_t) -> int64x2_t",smlsl2
aarch64,vmlsl_high_u8,neon,False,stable,neon/generated.rs,Unsigned multiply-subtract long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmlsl_high_u8),"fn vmlsl_high_u8(a: uint16x8_t, b: uint8x16_t, c: uint8x16_t) -> uint16x8_t",umlsl2
aarch64,vmlsl_high_u16,neon,False,stable,neon/generated.rs,Unsigned multiply-subtract long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmlsl_high_u16),"fn vmlsl_high_u16(a: uint32x4_t, b: uint16x8_t, c: uint16x8_t) -> uint32x4_t",umlsl2
aarch64,vmlsl_high_u32,neon,False,stable,neon/generated.rs,Unsigned multiply-subtract long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmlsl_high_u32),"fn vmlsl_high_u32(a: uint64x2_t, b: uint32x4_t, c: uint32x4_t) -> uint64x2_t",umlsl2
aarch64,vmovl_high_s8,neon,False,stable,neon/generated.rs,Vector move [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmovl_high_s8),fn vmovl_high_s8(a: int8x16_t) -> int16x8_t,sxtl2
aarch64,vmovl_high_s16,neon,False,stable,neon/generated.rs,Vector move [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmovl_high_s16),fn vmovl_high_s16(a: int16x8_t) -> int32x4_t,sxtl2
aarch64,vmovl_high_s32,neon,False,stable,neon/generated.rs,Vector move [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmovl_high_s32),fn vmovl_high_s32(a: int32x4_t) -> int64x2_t,sxtl2
aarch64,vmovl_high_u8,neon,False,stable,neon/generated.rs,Vector move [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmovl_high_u8),fn vmovl_high_u8(a: uint8x16_t) -> uint16x8_t,uxtl2
aarch64,vmovl_high_u16,neon,False,stable,neon/generated.rs,Vector move [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmovl_high_u16),fn vmovl_high_u16(a: uint16x8_t) -> uint32x4_t,uxtl2
aarch64,vmovl_high_u32,neon,False,stable,neon/generated.rs,Vector move [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmovl_high_u32),fn vmovl_high_u32(a: uint32x4_t) -> uint64x2_t,uxtl2
aarch64,vmovn_high_s16,neon,False,stable,neon/generated.rs,Extract narrow [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmovn_high_s16),"fn vmovn_high_s16(a: int8x8_t, b: int16x8_t) -> int8x16_t",xtn2
aarch64,vmovn_high_s32,neon,False,stable,neon/generated.rs,Extract narrow [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmovn_high_s32),"fn vmovn_high_s32(a: int16x4_t, b: int32x4_t) -> int16x8_t",xtn2
aarch64,vmovn_high_s64,neon,False,stable,neon/generated.rs,Extract narrow [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmovn_high_s64),"fn vmovn_high_s64(a: int32x2_t, b: int64x2_t) -> int32x4_t",xtn2
aarch64,vmovn_high_u16,neon,False,stable,neon/generated.rs,Extract narrow [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmovn_high_u16),"fn vmovn_high_u16(a: uint8x8_t, b: uint16x8_t) -> uint8x16_t",xtn2
aarch64,vmovn_high_u32,neon,False,stable,neon/generated.rs,Extract narrow [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmovn_high_u32),"fn vmovn_high_u32(a: uint16x4_t, b: uint32x4_t) -> uint16x8_t",xtn2
aarch64,vmovn_high_u64,neon,False,stable,neon/generated.rs,Extract narrow [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmovn_high_u64),"fn vmovn_high_u64(a: uint32x2_t, b: uint64x2_t) -> uint32x4_t",xtn2
aarch64,vmul_f64,neon,False,stable,neon/generated.rs,Multiply [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmul_f64),"fn vmul_f64(a: float64x1_t, b: float64x1_t) -> float64x1_t",fmul
aarch64,vmulq_f64,neon,False,stable,neon/generated.rs,Multiply [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmulq_f64),"fn vmulq_f64(a: float64x2_t, b: float64x2_t) -> float64x2_t",fmul
aarch64,vmul_lane_f64,neon,False,stable,neon/generated.rs,Floating-point multiply [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmul_lane_f64),"fn vmul_lane_f64<LANE: i32>(a: float64x1_t, b: float64x1_t) -> float64x1_t",fmul
aarch64,vmul_laneq_f16,"neon,fp16",False,stable,neon/generated.rs,Floating-point multiply [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmul_laneq_f16),"fn vmul_laneq_f16<LANE: i32>(a: float16x4_t, b: float16x8_t) -> float16x4_t",
aarch64,vmulq_laneq_f16,"neon,fp16",False,stable,neon/generated.rs,Floating-point multiply [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmulq_laneq_f16),"fn vmulq_laneq_f16<LANE: i32>(a: float16x8_t, b: float16x8_t) -> float16x8_t",
aarch64,vmul_laneq_f64,neon,False,stable,neon/generated.rs,Floating-point multiply [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmul_laneq_f64),"fn vmul_laneq_f64<LANE: i32>(a: float64x1_t, b: float64x2_t) -> float64x1_t",fmul
aarch64,vmul_n_f64,neon,False,stable,neon/generated.rs,Vector multiply by scalar [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmul_n_f64),"fn vmul_n_f64(a: float64x1_t, b: f64) -> float64x1_t",fmul
aarch64,vmulq_n_f64,neon,False,stable,neon/generated.rs,Vector multiply by scalar [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmulq_n_f64),"fn vmulq_n_f64(a: float64x2_t, b: f64) -> float64x2_t",fmul
aarch64,vmuld_lane_f64,neon,False,stable,neon/generated.rs,Floating-point multiply [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmuld_lane_f64),"fn vmuld_lane_f64<LANE: i32>(a: f64, b: float64x1_t) -> f64",fmul
aarch64,vmulh_f16,"neon,fp16",False,unstable,neon/generated.rs,Add [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmulh_f16),"fn vmulh_f16(a: f16, b: f16) -> f16",fmul
aarch64,vmulh_lane_f16,"neon,fp16",False,unstable,neon/generated.rs,Floating-point multiply [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmulh_lane_f16),"fn vmulh_lane_f16<LANE: i32>(a: f16, b: float16x4_t) -> f16",
aarch64,vmulh_laneq_f16,"neon,fp16",False,unstable,neon/generated.rs,Floating-point multiply [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmulh_laneq_f16),"fn vmulh_laneq_f16<LANE: i32>(a: f16, b: float16x8_t) -> f16",
aarch64,vmull_high_lane_s16,neon,False,stable,neon/generated.rs,Multiply long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmull_high_lane_s16),"fn vmull_high_lane_s16<LANE: i32>(a: int16x8_t, b: int16x4_t) -> int32x4_t",smull2
aarch64,vmull_high_laneq_s16,neon,False,stable,neon/generated.rs,Multiply long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmull_high_laneq_s16),"fn vmull_high_laneq_s16<LANE: i32>(a: int16x8_t, b: int16x8_t) -> int32x4_t",smull2
aarch64,vmull_high_lane_s32,neon,False,stable,neon/generated.rs,Multiply long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmull_high_lane_s32),"fn vmull_high_lane_s32<LANE: i32>(a: int32x4_t, b: int32x2_t) -> int64x2_t",smull2
aarch64,vmull_high_laneq_s32,neon,False,stable,neon/generated.rs,Multiply long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmull_high_laneq_s32),"fn vmull_high_laneq_s32<LANE: i32>(a: int32x4_t, b: int32x4_t) -> int64x2_t",smull2
aarch64,vmull_high_lane_u16,neon,False,stable,neon/generated.rs,Multiply long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmull_high_lane_u16),"fn vmull_high_lane_u16<LANE: i32>(a: uint16x8_t, b: uint16x4_t) -> uint32x4_t",umull2
aarch64,vmull_high_laneq_u16,neon,False,stable,neon/generated.rs,Multiply long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmull_high_laneq_u16),"fn vmull_high_laneq_u16<LANE: i32>(a: uint16x8_t, b: uint16x8_t) -> uint32x4_t",umull2
aarch64,vmull_high_lane_u32,neon,False,stable,neon/generated.rs,Multiply long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmull_high_lane_u32),"fn vmull_high_lane_u32<LANE: i32>(a: uint32x4_t, b: uint32x2_t) -> uint64x2_t",umull2
aarch64,vmull_high_laneq_u32,neon,False,stable,neon/generated.rs,Multiply long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmull_high_laneq_u32),"fn vmull_high_laneq_u32<LANE: i32>(a: uint32x4_t, b: uint32x4_t) -> uint64x2_t",umull2
aarch64,vmull_high_n_s16,neon,False,stable,neon/generated.rs,Multiply long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmull_high_n_s16),"fn vmull_high_n_s16(a: int16x8_t, b: i16) -> int32x4_t",smull2
aarch64,vmull_high_n_s32,neon,False,stable,neon/generated.rs,Multiply long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmull_high_n_s32),"fn vmull_high_n_s32(a: int32x4_t, b: i32) -> int64x2_t",smull2
aarch64,vmull_high_n_u16,neon,False,stable,neon/generated.rs,Multiply long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmull_high_n_u16),"fn vmull_high_n_u16(a: uint16x8_t, b: u16) -> uint32x4_t",umull2
aarch64,vmull_high_n_u32,neon,False,stable,neon/generated.rs,Multiply long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmull_high_n_u32),"fn vmull_high_n_u32(a: uint32x4_t, b: u32) -> uint64x2_t",umull2
aarch64,vmull_high_p64,"neon,aes",False,stable,neon/generated.rs,Polynomial multiply long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmull_high_p64),"fn vmull_high_p64(a: poly64x2_t, b: poly64x2_t) -> p128",pmull2
aarch64,vmull_high_p8,neon,False,stable,neon/generated.rs,Polynomial multiply long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmull_high_p8),"fn vmull_high_p8(a: poly8x16_t, b: poly8x16_t) -> poly16x8_t",pmull2
aarch64,vmull_high_s8,neon,False,stable,neon/generated.rs,Signed multiply long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmull_high_s8),"fn vmull_high_s8(a: int8x16_t, b: int8x16_t) -> int16x8_t",smull2
aarch64,vmull_high_s16,neon,False,stable,neon/generated.rs,Signed multiply long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmull_high_s16),"fn vmull_high_s16(a: int16x8_t, b: int16x8_t) -> int32x4_t",smull2
aarch64,vmull_high_s32,neon,False,stable,neon/generated.rs,Signed multiply long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmull_high_s32),"fn vmull_high_s32(a: int32x4_t, b: int32x4_t) -> int64x2_t",smull2
aarch64,vmull_high_u8,neon,False,stable,neon/generated.rs,Unsigned multiply long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmull_high_u8),"fn vmull_high_u8(a: uint8x16_t, b: uint8x16_t) -> uint16x8_t",umull2
aarch64,vmull_high_u16,neon,False,stable,neon/generated.rs,Unsigned multiply long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmull_high_u16),"fn vmull_high_u16(a: uint16x8_t, b: uint16x8_t) -> uint32x4_t",umull2
aarch64,vmull_high_u32,neon,False,stable,neon/generated.rs,Unsigned multiply long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmull_high_u32),"fn vmull_high_u32(a: uint32x4_t, b: uint32x4_t) -> uint64x2_t",umull2
aarch64,vmull_p64,"neon,aes",False,stable,neon/generated.rs,Polynomial multiply long [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmull_p64),"fn vmull_p64(a: p64, b: p64) -> p128",pmull
aarch64,vmulq_lane_f64,neon,False,stable,neon/generated.rs,Floating-point multiply [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmulq_lane_f64),"fn vmulq_lane_f64<LANE: i32>(a: float64x2_t, b: float64x1_t) -> float64x2_t",fmul
aarch64,vmulq_laneq_f64,neon,False,stable,neon/generated.rs,Floating-point multiply [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmulq_laneq_f64),"fn vmulq_laneq_f64<LANE: i32>(a: float64x2_t, b: float64x2_t) -> float64x2_t",fmul
aarch64,vmuls_lane_f32,neon,False,stable,neon/generated.rs,Floating-point multiply [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmuls_lane_f32),"fn vmuls_lane_f32<LANE: i32>(a: f32, b: float32x2_t) -> f32",fmul
aarch64,vmuls_laneq_f32,neon,False,stable,neon/generated.rs,Floating-point multiply [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmuls_laneq_f32),"fn vmuls_laneq_f32<LANE: i32>(a: f32, b: float32x4_t) -> f32",fmul
aarch64,vmuld_laneq_f64,neon,False,stable,neon/generated.rs,Floating-point multiply [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmuld_laneq_f64),"fn vmuld_laneq_f64<LANE: i32>(a: f64, b: float64x2_t) -> f64",fmul
aarch64,vmulx_f16,"neon,fp16",False,stable,neon/generated.rs,Floating-point multiply extended [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmulx_f16),"fn vmulx_f16(a: float16x4_t, b: float16x4_t) -> float16x4_t",fmulx
aarch64,vmulxq_f16,"neon,fp16",False,stable,neon/generated.rs,Floating-point multiply extended [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmulxq_f16),"fn vmulxq_f16(a: float16x8_t, b: float16x8_t) -> float16x8_t",fmulx
aarch64,vmulx_f32,neon,False,stable,neon/generated.rs,Floating-point multiply extended [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmulx_f32),"fn vmulx_f32(a: float32x2_t, b: float32x2_t) -> float32x2_t",fmulx
aarch64,vmulxq_f32,neon,False,stable,neon/generated.rs,Floating-point multiply extended [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmulxq_f32),"fn vmulxq_f32(a: float32x4_t, b: float32x4_t) -> float32x4_t",fmulx
aarch64,vmulx_f64,neon,False,stable,neon/generated.rs,Floating-point multiply extended [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmulx_f64),"fn vmulx_f64(a: float64x1_t, b: float64x1_t) -> float64x1_t",fmulx
aarch64,vmulxq_f64,neon,False,stable,neon/generated.rs,Floating-point multiply extended [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmulxq_f64),"fn vmulxq_f64(a: float64x2_t, b: float64x2_t) -> float64x2_t",fmulx
aarch64,vmulx_lane_f16,"neon,fp16",False,stable,neon/generated.rs,Floating-point multiply extended [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmulx_lane_f16),"fn vmulx_lane_f16<LANE: i32>(a: float16x4_t, b: float16x4_t) -> float16x4_t",
aarch64,vmulx_laneq_f16,"neon,fp16",False,stable,neon/generated.rs,Floating-point multiply extended [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmulx_laneq_f16),"fn vmulx_laneq_f16<LANE: i32>(a: float16x4_t, b: float16x8_t) -> float16x4_t",
aarch64,vmulxq_lane_f16,"neon,fp16",False,stable,neon/generated.rs,Floating-point multiply extended [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmulxq_lane_f16),"fn vmulxq_lane_f16<LANE: i32>(a: float16x8_t, b: float16x4_t) -> float16x8_t",
aarch64,vmulxq_laneq_f16,"neon,fp16",False,stable,neon/generated.rs,Floating-point multiply extended [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmulxq_laneq_f16),"fn vmulxq_laneq_f16<LANE: i32>(a: float16x8_t, b: float16x8_t) -> float16x8_t",
aarch64,vmulx_lane_f32,neon,False,stable,neon/generated.rs,Floating-point multiply extended [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmulx_lane_f32),"fn vmulx_lane_f32<LANE: i32>(a: float32x2_t, b: float32x2_t) -> float32x2_t",fmulx
aarch64,vmulx_laneq_f32,neon,False,stable,neon/generated.rs,Floating-point multiply extended [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmulx_laneq_f32),"fn vmulx_laneq_f32<LANE: i32>(a: float32x2_t, b: float32x4_t) -> float32x2_t",fmulx
aarch64,vmulxq_lane_f32,neon,False,stable,neon/generated.rs,Floating-point multiply extended [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/vmulxq_lane_f32),"fn vmulxq_lane_f32<LANE: i32>(a: float32x4_t, b: float32x2_t) -> float32x4_t",fmulx
