arch,name,features,unsafe,stability,file,doc,signature,instruction
x86_64,_mm_maskz_cvtepi8_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs,"Sign extend packed 8-bit integers in a to packed 16-bit integers, and store the results in dst using zeromask k (elements are zeroed out when the corresponding mask bit is not set).  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm_maskz_cvtepi8_epi16&expand=1522)","fn _mm_maskz_cvtepi8_epi16(k: __mmask8, a: __m128i) -> __m128i",vpmovsxbw
x86_64,_mm512_cvtepu8_epi16,avx512bw,False,stable,avx512bw.rs,"Zero extend packed unsigned 8-bit integers in a to packed 16-bit integers, and store the results in dst.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm512_cvtepu8_epi16&expand=1612)",fn _mm512_cvtepu8_epi16(a: __m256i) -> __m512i,vpmovzxbw
x86_64,_mm512_mask_cvtepu8_epi16,avx512bw,False,stable,avx512bw.rs,"Zero extend packed unsigned 8-bit integers in a to packed 16-bit integers, and store the results in dst using writemask k (elements are copied from src when the corresponding mask bit is not set).  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm512_mask_cvtepu8_epi16&expand=1613)","fn _mm512_mask_cvtepu8_epi16(src: __m512i, k: __mmask32, a: __m256i) -> __m512i",vpmovzxbw
x86_64,_mm512_maskz_cvtepu8_epi16,avx512bw,False,stable,avx512bw.rs,"Zero extend packed unsigned 8-bit integers in a to packed 16-bit integers, and store the results in dst using zeromask k (elements are zeroed out when the corresponding mask bit is not set).  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm512_maskz_cvtepu8_epi16&expand=1614)","fn _mm512_maskz_cvtepu8_epi16(k: __mmask32, a: __m256i) -> __m512i",vpmovzxbw
x86_64,_mm256_mask_cvtepu8_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs,"Zero extend packed unsigned 8-bit integers in a to packed 16-bit integers, and store the results in dst using writemask k (elements are copied from src when the corresponding mask bit is not set).  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_mask_cvtepu8_epi16&expand=1610)","fn _mm256_mask_cvtepu8_epi16(src: __m256i, k: __mmask16, a: __m128i) -> __m256i",vpmovzxbw
x86_64,_mm256_maskz_cvtepu8_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs,"Zero extend packed unsigned 8-bit integers in a to packed 16-bit integers, and store the results in dst using zeromask k (elements are zeroed out when the corresponding mask bit is not set).  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_maskz_cvtepu8_epi16&expand=1611)","fn _mm256_maskz_cvtepu8_epi16(k: __mmask16, a: __m128i) -> __m256i",vpmovzxbw
x86_64,_mm_mask_cvtepu8_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs,"Zero extend packed unsigned 8-bit integers in a to packed 16-bit integers, and store the results in dst using writemask k (elements are copied from src when the corresponding mask bit is not set).  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm_mask_cvtepu8_epi16&expand=1607)","fn _mm_mask_cvtepu8_epi16(src: __m128i, k: __mmask8, a: __m128i) -> __m128i",vpmovzxbw
x86_64,_mm_maskz_cvtepu8_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs,"Zero extend packed unsigned 8-bit integers in a to packed 16-bit integers, and store the results in dst using zeromask k (elements are zeroed out when the corresponding mask bit is not set).  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm_maskz_cvtepu8_epi16&expand=1608)","fn _mm_maskz_cvtepu8_epi16(k: __mmask8, a: __m128i) -> __m128i",vpmovzxbw
x86_64,_mm512_bslli_epi128,avx512bw,False,stable,avx512bw.rs,"Shift 128-bit lanes in a left by imm8 bytes while shifting in zeros, and store the results in dst.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm512_bslli_epi128&expand=591)",fn _mm512_bslli_epi128<IMM8: i32>(a: __m512i) -> __m512i,vpslldq
x86_64,_mm512_bsrli_epi128,avx512bw,False,stable,avx512bw.rs,"Shift 128-bit lanes in a right by imm8 bytes while shifting in zeros, and store the results in dst.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm512_bsrli_epi128&expand=594)",fn _mm512_bsrli_epi128<IMM8: i32>(a: __m512i) -> __m512i,vpsrldq
x86_64,_mm512_alignr_epi8,avx512bw,False,stable,avx512bw.rs,"Concatenate pairs of 16-byte blocks in a and b into a 32-byte temporary result, shift the result right by imm8 bytes, and store the low 16 bytes in dst. Unlike [`_mm_alignr_epi8`], [`_mm256_alignr_epi8`] functions, where the entire input vectors are concatenated to the temporary result, this concatenation happens in 4 steps, where each step builds 32-byte temporary result.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm512_alignr_epi8&expand=263)","fn _mm512_alignr_epi8<IMM8: i32>(a: __m512i, b: __m512i) -> __m512i",vpalignr
x86_64,_mm512_mask_alignr_epi8,avx512bw,False,stable,avx512bw.rs,"Concatenate pairs of 16-byte blocks in a and b into a 32-byte temporary result, shift the result right by imm8 bytes, and store the low 16 bytes in dst using writemask k (elements are copied from src when the corresponding mask bit is not set).  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm512_mask_alignr_epi8&expand=264)","fn _mm512_mask_alignr_epi8<IMM8: i32>( src: __m512i, k: __mmask64, a: __m512i, b: __m512i, ) -> __m512i",vpalignr
x86_64,_mm512_maskz_alignr_epi8,avx512bw,False,stable,avx512bw.rs,"Concatenate pairs of 16-byte blocks in a and b into a 32-byte temporary result, shift the result right by imm8 bytes, and store the low 16 bytes in dst using zeromask k (elements are zeroed out when the corresponding mask bit is not set).  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm512_maskz_alignr_epi8&expand=265)","fn _mm512_maskz_alignr_epi8<IMM8: i32>( k: __mmask64, a: __m512i, b: __m512i, ) -> __m512i",vpalignr
x86_64,_mm256_mask_alignr_epi8,"avx512bw,avx512vl",False,stable,avx512bw.rs,"Concatenate pairs of 16-byte blocks in a and b into a 32-byte temporary result, shift the result right by imm8 bytes, and store the low 16 bytes in dst using writemask k (elements are copied from src when the corresponding mask bit is not set).  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_mask_alignr_epi8&expand=261)","fn _mm256_mask_alignr_epi8<IMM8: i32>( src: __m256i, k: __mmask32, a: __m256i, b: __m256i, ) -> __m256i",vpalignr
x86_64,_mm256_maskz_alignr_epi8,"avx512bw,avx512vl",False,stable,avx512bw.rs,"Concatenate pairs of 16-byte blocks in a and b into a 32-byte temporary result, shift the result right by imm8 bytes, and store the low 16 bytes in dst using zeromask k (elements are zeroed out when the corresponding mask bit is not set).  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_maskz_alignr_epi8&expand=262)","fn _mm256_maskz_alignr_epi8<IMM8: i32>( k: __mmask32, a: __m256i, b: __m256i, ) -> __m256i",vpalignr
x86_64,_mm_mask_alignr_epi8,"avx512bw,avx512vl",False,stable,avx512bw.rs,"Concatenate pairs of 16-byte blocks in a and b into a 32-byte temporary result, shift the result right by imm8 bytes, and store the low 16 bytes in dst using writemask k (elements are copied from src when the corresponding mask bit is not set).  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm_mask_alignr_epi8&expand=258)","fn _mm_mask_alignr_epi8<IMM8: i32>( src: __m128i, k: __mmask16, a: __m128i, b: __m128i, ) -> __m128i",vpalignr
x86_64,_mm_maskz_alignr_epi8,"avx512bw,avx512vl",False,stable,avx512bw.rs,"Concatenate pairs of 16-byte blocks in a and b into a 32-byte temporary result, shift the result right by imm8 bytes, and store the low 16 bytes in dst using zeromask k (elements are zeroed out when the corresponding mask bit is not set).  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm_maskz_alignr_epi8&expand=259)","fn _mm_maskz_alignr_epi8<IMM8: i32>( k: __mmask16, a: __m128i, b: __m128i, ) -> __m128i",vpalignr
x86_64,_mm512_mask_cvtsepi16_storeu_epi8,avx512bw,True,stable,avx512bw.rs,"Convert packed signed 16-bit integers in a to packed 8-bit integers with signed saturation, and store the active results (those with their respective bit set in writemask k) to unaligned memory at base_addr.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm512_mask_cvtsepi16_storeu_epi8&expand=1812)","fn _mm512_mask_cvtsepi16_storeu_epi8(mem_addr: *mut i8, k: __mmask32, a: __m512i)",vpmovswb
x86_64,_mm256_mask_cvtsepi16_storeu_epi8,"avx512bw,avx512vl",True,stable,avx512bw.rs,"Convert packed signed 16-bit integers in a to packed 8-bit integers with signed saturation, and store the active results (those with their respective bit set in writemask k) to unaligned memory at base_addr.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_mask_cvtsepi16_storeu_epi8&expand=1811)","fn _mm256_mask_cvtsepi16_storeu_epi8(mem_addr: *mut i8, k: __mmask16, a: __m256i)",vpmovswb
x86_64,_mm_mask_cvtsepi16_storeu_epi8,"avx512bw,avx512vl",True,stable,avx512bw.rs,"Convert packed signed 16-bit integers in a to packed 8-bit integers with signed saturation, and store the active results (those with their respective bit set in writemask k) to unaligned memory at base_addr.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm_mask_cvtsepi16_storeu_epi8&expand=1810)","fn _mm_mask_cvtsepi16_storeu_epi8(mem_addr: *mut i8, k: __mmask8, a: __m128i)",vpmovswb
x86_64,_mm512_mask_cvtepi16_storeu_epi8,avx512bw,True,stable,avx512bw.rs,"Convert packed 16-bit integers in a to packed 8-bit integers with truncation, and store the active results (those with their respective bit set in writemask k) to unaligned memory at base_addr.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm512_mask_cvtepi16_storeu_epi8&expand=1412)","fn _mm512_mask_cvtepi16_storeu_epi8(mem_addr: *mut i8, k: __mmask32, a: __m512i)",vpmovwb
x86_64,_mm256_mask_cvtepi16_storeu_epi8,"avx512bw,avx512vl",True,stable,avx512bw.rs,"Convert packed 16-bit integers in a to packed 8-bit integers with truncation, and store the active results (those with their respective bit set in writemask k) to unaligned memory at base_addr.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_mask_cvtepi16_storeu_epi8&expand=1411)","fn _mm256_mask_cvtepi16_storeu_epi8(mem_addr: *mut i8, k: __mmask16, a: __m256i)",vpmovwb
x86_64,_mm_mask_cvtepi16_storeu_epi8,"avx512bw,avx512vl",True,stable,avx512bw.rs,"Convert packed 16-bit integers in a to packed 8-bit integers with truncation, and store the active results (those with their respective bit set in writemask k) to unaligned memory at base_addr.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm_mask_cvtepi16_storeu_epi8&expand=1410)","fn _mm_mask_cvtepi16_storeu_epi8(mem_addr: *mut i8, k: __mmask8, a: __m128i)",vpmovwb
x86_64,_mm512_mask_cvtusepi16_storeu_epi8,avx512bw,True,stable,avx512bw.rs,"Convert packed unsigned 16-bit integers in a to packed unsigned 8-bit integers with unsigned saturation, and store the active results (those with their respective bit set in writemask k) to unaligned memory at base_addr.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm512_mask_cvtusepi16_storeu_epi8&expand=2047)","fn _mm512_mask_cvtusepi16_storeu_epi8(mem_addr: *mut i8, k: __mmask32, a: __m512i)",vpmovuswb
x86_64,_mm256_mask_cvtusepi16_storeu_epi8,"avx512bw,avx512vl",True,stable,avx512bw.rs,"Convert packed unsigned 16-bit integers in a to packed unsigned 8-bit integers with unsigned saturation, and store the active results (those with their respective bit set in writemask k) to unaligned memory at base_addr.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_mask_cvtusepi16_storeu_epi8&expand=2046)","fn _mm256_mask_cvtusepi16_storeu_epi8(mem_addr: *mut i8, k: __mmask16, a: __m256i)",vpmovuswb
x86_64,_mm_mask_cvtusepi16_storeu_epi8,"avx512bw,avx512vl",True,stable,avx512bw.rs,"Convert packed unsigned 16-bit integers in a to packed unsigned 8-bit integers with unsigned saturation, and store the active results (those with their respective bit set in writemask k) to unaligned memory at base_addr.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm_mask_cvtusepi16_storeu_epi8&expand=2045)","fn _mm_mask_cvtusepi16_storeu_epi8(mem_addr: *mut i8, k: __mmask8, a: __m128i)",vpmovuswb
x86_64,_mm512_broadcastmw_epi32,avx512cd,False,stable,avx512cd.rs,Broadcast the low 16-bits from input mask k to all 32-bit elements of dst.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm512_broadcastmw_epi32&expand=553),fn _mm512_broadcastmw_epi32(k: __mmask16) -> __m512i,vpbroadcast
x86_64,_mm256_broadcastmw_epi32,"avx512cd,avx512vl",False,stable,avx512cd.rs,Broadcast the low 16-bits from input mask k to all 32-bit elements of dst.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_broadcastmw_epi32&expand=552),fn _mm256_broadcastmw_epi32(k: __mmask16) -> __m256i,vpbroadcast
x86_64,_mm_broadcastmw_epi32,"avx512cd,avx512vl",False,stable,avx512cd.rs,Broadcast the low 16-bits from input mask k to all 32-bit elements of dst.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm_broadcastmw_epi32&expand=551),fn _mm_broadcastmw_epi32(k: __mmask16) -> __m128i,vpbroadcast
x86_64,_mm512_broadcastmb_epi64,avx512cd,False,stable,avx512cd.rs,Broadcast the low 8-bits from input mask k to all 64-bit elements of dst.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm512_broadcastmb_epi64&expand=550),fn _mm512_broadcastmb_epi64(k: __mmask8) -> __m512i,vpbroadcast
x86_64,_mm256_broadcastmb_epi64,"avx512cd,avx512vl",False,stable,avx512cd.rs,Broadcast the low 8-bits from input mask k to all 64-bit elements of dst.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_broadcastmb_epi64&expand=549),fn _mm256_broadcastmb_epi64(k: __mmask8) -> __m256i,vpbroadcast
x86_64,_mm_broadcastmb_epi64,"avx512cd,avx512vl",False,stable,avx512cd.rs,Broadcast the low 8-bits from input mask k to all 64-bit elements of dst.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm_broadcastmb_epi64&expand=548),fn _mm_broadcastmb_epi64(k: __mmask8) -> __m128i,vpbroadcast
x86_64,_mm512_conflict_epi32,avx512cd,False,stable,avx512cd.rs,Test each 32-bit element of a for equality with all other elements in a closer to the least significant bit. Each element's comparison forms a zero extended bit vector in dst.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm512_conflict_epi32&expand=1248),fn _mm512_conflict_epi32(a: __m512i) -> __m512i,vpconflictd
x86_64,_mm512_mask_conflict_epi32,avx512cd,False,stable,avx512cd.rs,Test each 32-bit element of a for equality with all other elements in a closer to the least significant bit using writemask k (elements are copied from src when the corresponding mask bit is not set). Each element's comparison forms a zero extended bit vector in dst.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm512_mask_conflict_epi32&expand=1249),"fn _mm512_mask_conflict_epi32(src: __m512i, k: __mmask16, a: __m512i) -> __m512i",vpconflictd
x86_64,_mm512_maskz_conflict_epi32,avx512cd,False,stable,avx512cd.rs,Test each 32-bit element of a for equality with all other elements in a closer to the least significant bit using zeromask k (elements are zeroed out when the corresponding mask bit is not set). Each element's comparison forms a zero extended bit vector in dst.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm512_maskz_conflict_epi32&expand=1250),"fn _mm512_maskz_conflict_epi32(k: __mmask16, a: __m512i) -> __m512i",vpconflictd
